0,puzzle_name,puzzle_c,face_search,random_search,puzzle_piece_search,sequential_search,memory_loss_factor,0.5,memory_loss_counter_limit,3,glance_factor,0.32
1,Puzzle,puzzle_c,action,LookAtPuzzle,point,(0, 0)
89,Block,1,Face,4,Pattern,BlackSquare,action,GoToFaceFour
90,Block,1,Face,6,Pattern,BlackTopRightCornerSquare,action,GoToFaceSix
91,Block,1,Face,3,Pattern,WhiteSquare,action,GoToFaceThree
92,Block,1,Face,6,Pattern,BlackTopRightCornerSquare,action,GoToFaceSix
93,Block,1,Face,3,Pattern,WhiteSquare,action,GoToFaceThree
94,Block,1,Face,1,Pattern,BlackTopLeftCornerSquare,action,GoToFaceOne
95,Block,1,Face,2,Pattern,WhiteSquare,action,GoToFaceTwo
96,Block,1,Face,5,Pattern,BlackSquare,action,GoToFaceFive
97,Block,1,Face,1,Pattern,BlackTopLeftCornerSquare,action,GoToFaceOne
98,Block,1,Face,2,Pattern,WhiteSquare,action,GoToFaceTwo
99,Block,1,Face,2,Pattern,WhiteSquare,action,RotateLeft
100,Block,1,Face,1,Pattern,BlackBottomLeftCornerSquare,action,GoToFaceOne
101,Block,1,Face,1,Pattern,BlackBottomRightCornerSquare,action,RotateLeft
0,puzzle_name,puzzle_c,face_search,random_search,puzzle_piece_search,sequential_search,memory_loss_factor,0.5,memory_loss_counter_limit,3,glance_factor,0.32
1,Puzzle,puzzle_c,action,LookAtPuzzle,point,(0, 0)
2,Block,9,Face,1,Pattern,BlackTopRightCornerSquare,action,PickUpFromBank
3,Block,9,Face,2,Pattern,WhiteSquare,action,GoToFaceTwo
4,Block,8,Face,1,Pattern,BlackTopRightCornerSquare,action,PickUpFromBank
5,Puzzle,puzzle_c,action,LookAtPuzzle,point,(0, 170)
6,Block,8,Face,5,Pattern,BlackSquare,action,GoToFaceFive
7,Block,7,Face,1,Pattern,BlackTopRightCornerSquare,action,PickUpFromBank
8,Puzzle,puzzle_c,action,LookAtPuzzle,point,(0, 340)
9,Block,6,Face,1,Pattern,BlackTopRightCornerSquare,action,PickUpFromBank
10,Puzzle,puzzle_c,action,LookAtPuzzle,point,(170, 0)
11,Block,6,Face,2,Pattern,WhiteSquare,action,GoToFaceTwo
12,Block,6,Face,2,Pattern,WhiteSquare,action,RotateRight
13,Block,6,Face,5,Pattern,BlackSquare,action,GoToFaceFive
14,Block,5,Face,1,Pattern,BlackTopRightCornerSquare,action,PickUpFromBank
15,Puzzle,puzzle_c,action,LookAtPuzzle,point,(170, 170)
16,Block,5,Face,3,Pattern,WhiteSquare,action,GoToFaceThree
17,Block,4,Face,1,Pattern,BlackTopRightCornerSquare,action,PickUpFromBank
18,Puzzle,puzzle_c,action,LookAtPuzzle,point,(170, 340)
19,Block,4,Face,1,Pattern,BlackTopLeftCornerSquare,action,RotateLeft
20,Block,4,Face,3,Pattern,WhiteSquare,action,GoToFaceThree
21,Block,3,Face,1,Pattern,BlackTopRightCornerSquare,action,PickUpFromBank
22,Puzzle,puzzle_c,action,LookAtPuzzle,point,(340, 0)
23,Block,3,Face,4,Pattern,BlackSquare,action,GoToFaceFour
24,Block,3,Face,3,Pattern,WhiteSquare,action,GoToFaceThree
25,Block,2,Face,1,Pattern,BlackTopRightCornerSquare,action,PickUpFromBank
26,Puzzle,puzzle_c,action,LookAtPuzzle,point,(340, 170)
27,Block,2,Face,5,Pattern,BlackSquare,action,GoToFaceFive
28,Block,1,Face,1,Pattern,BlackTopRightCornerSquare,action,PickUpFromBank
29,Puzzle,puzzle_c,action,LookAtPuzzle,point,(340, 340)
30,Block,1,Face,4,Pattern,BlackSquare,action,GoToFaceFour
31,Block,1,Face,4,Pattern,BlackSquare,action,RotateLeft
32,Block,1,Face,4,Pattern,BlackSquare,action,RotateLeft
33,Block,1,Face,5,Pattern,BlackSquare,action,GoToFaceFive
34,Block,1,Face,1,Pattern,BlackBottomLeftCornerSquare,action,GoToFaceOne
35,Block,1,Face,5,Pattern,BlackSquare,action,GoToFaceFive
36,Block,1,Face,4,Pattern,BlackSquare,action,GoToFaceFour
37,Block,1,Face,5,Pattern,BlackSquare,action,GoToFaceFive
38,Block,1,Face,5,Pattern,BlackSquare,action,RotateLeft
39,Block,1,Face,5,Pattern,BlackSquare,action,RotateLeft
40,Block,1,Face,5,Pattern,BlackSquare,action,RotateLeft
41,Block,1,Face,4,Pattern,BlackSquare,action,GoToFaceFour
42,Block,1,Face,6,Pattern,BlackTopRightCornerSquare,action,GoToFaceSix
43,Block,1,Face,2,Pattern,WhiteSquare,action,GoToFaceTwo
44,Block,1,Face,1,Pattern,BlackTopLeftCornerSquare,action,GoToFaceOne
45,Block,1,Face,1,Pattern,BlackBottomLeftCornerSquare,action,RotateLeft
46,Block,1,Face,3,Pattern,WhiteSquare,action,GoToFaceThree
47,Block,1,Face,4,Pattern,BlackSquare,action,GoToFaceFour
48,Block,1,Face,3,Pattern,WhiteSquare,action,GoToFaceThree
49,Block,1,Face,2,Pattern,WhiteSquare,action,GoToFaceTwo
50,Block,1,Face,6,Pattern,BlackTopLeftCornerSquare,action,GoToFaceSix
51,Block,1,Face,4,Pattern,BlackSquare,action,GoToFaceFour
52,Block,1,Face,3,Pattern,WhiteSquare,action,GoToFaceThree
53,Block,1,Face,3,Pattern,WhiteSquare,action,RotateRight
54,Block,1,Face,6,Pattern,BlackTopRightCornerSquare,action,GoToFaceSix
55,Block,1,Face,4,Pattern,BlackSquare,action,GoToFaceFour
56,Block,1,Face,4,Pattern,BlackSquare,action,RotateLeft
57,Block,1,Face,4,Pattern,BlackSquare,action,RotateRight
58,Block,1,Face,1,Pattern,BlackTopLeftCornerSquare,action,GoToFaceOne
59,Block,1,Face,1,Pattern,BlackBottomLeftCornerSquare,action,RotateLeft
60,Block,1,Face,3,Pattern,WhiteSquare,action,GoToFaceThree
61,Block,1,Face,2,Pattern,WhiteSquare,action,GoToFaceTwo
62,Block,1,Face,1,Pattern,BlackBottomLeftCornerSquare,action,GoToFaceOne
63,Block,1,Face,4,Pattern,BlackSquare,action,GoToFaceFour
64,Block,1,Face,4,Pattern,BlackSquare,action,RotateRight
65,Block,1,Face,1,Pattern,BlackTopLeftCornerSquare,action,GoToFaceOne
66,Block,1,Face,2,Pattern,WhiteSquare,action,GoToFaceTwo
67,Block,1,Face,5,Pattern,BlackSquare,action,GoToFaceFive
68,Block,1,Face,4,Pattern,BlackSquare,action,GoToFaceFour
69,Block,1,Face,4,Pattern,BlackSquare,action,RotateLeft
70,Block,1,Face,1,Pattern,BlackBottomLeftCornerSquare,action,GoToFaceOne
71,Block,1,Face,1,Pattern,BlackTopLeftCornerSquare,action,RotateRight
72,Block,1,Face,1,Pattern,BlackBottomLeftCornerSquare,action,RotateLeft
73,Block,1,Face,1,Pattern,BlackTopLeftCornerSquare,action,RotateRight
74,Block,1,Face,1,Pattern,BlackBottomLeftCornerSquare,action,RotateLeft
75,Block,1,Face,5,Pattern,BlackSquare,action,GoToFaceFive
76,Block,1,Face,2,Pattern,WhiteSquare,action,GoToFaceTwo
77,Block,1,Face,1,Pattern,BlackBottomLeftCornerSquare,action,GoToFaceOne
78,Block,1,Face,2,Pattern,WhiteSquare,action,GoToFaceTwo
79,Block,1,Face,2,Pattern,WhiteSquare,action,RotateLeft
80,Block,1,Face,3,Pattern,WhiteSquare,action,GoToFaceThree
81,Block,1,Face,3,Pattern,WhiteSquare,action,RotateLeft
82,Block,1,Face,4,Pattern,BlackSquare,action,GoToFaceFour
83,Block,1,Face,6,Pattern,BlackBottomRightCornerSquare,action,GoToFaceSix
0,puzzle_name,puzzle_c,face_search,random_search,puzzle_piece_search,sequential_search,memory_loss_factor,0.5,memory_loss_counter_limit,3,glance_factor,0.32
1,Puzzle,puzzle_c,action,LookAtPuzzle,point,(0, 0)
2,Block,9,Face,1,Pattern,BlackTopRightCornerSquare,action,PickUpFromBank
3,Block,9,Face,1,Pattern,BlackTopLeftCornerSquare,action,RotateLeft
4,Block,9,Face,3,Pattern,WhiteSquare,action,GoToFaceThree
5,Block,8,Face,1,Pattern,BlackTopRightCornerSquare,action,PickUpFromBank
6,Puzzle,puzzle_c,action,LookAtPuzzle,point,(0, 170)
7,Block,8,Face,5,Pattern,BlackSquare,action,GoToFaceFive
8,Block,7,Face,1,Pattern,BlackTopRightCornerSquare,action,PickUpFromBank
9,Puzzle,puzzle_c,action,LookAtPuzzle,point,(0, 340)
10,Block,6,Face,1,Pattern,BlackTopRightCornerSquare,action,PickUpFromBank
11,Puzzle,puzzle_c,action,LookAtPuzzle,point,(170, 0)
12,Block,6,Face,5,Pattern,BlackSquare,action,GoToFaceFive
13,Block,5,Face,1,Pattern,BlackTopRightCornerSquare,action,PickUpFromBank
14,Puzzle,puzzle_c,action,LookAtPuzzle,point,(170, 170)
15,Block,5,Face,2,Pattern,WhiteSquare,action,GoToFaceTwo
16,Block,4,Face,1,Pattern,BlackTopRightCornerSquare,action,PickUpFromBank
17,Puzzle,puzzle_c,action,LookAtPuzzle,point,(170, 340)
18,Block,4,Face,1,Pattern,BlackTopLeftCornerSquare,action,RotateLeft
19,Block,4,Face,5,Pattern,BlackSquare,action,GoToFaceFive
20,Block,4,Face,1,Pattern,BlackTopLeftCornerSquare,action,GoToFaceOne
21,Block,4,Face,3,Pattern,WhiteSquare,action,GoToFaceThree
22,Block,3,Face,1,Pattern,BlackTopRightCornerSquare,action,PickUpFromBank
23,Puzzle,puzzle_c,action,LookAtPuzzle,point,(340, 0)
24,Block,3,Face,3,Pattern,WhiteSquare,action,GoToFaceThree
25,Block,2,Face,1,Pattern,BlackTopRightCornerSquare,action,PickUpFromBank
26,Puzzle,puzzle_c,action,LookAtPuzzle,point,(340, 170)
27,Block,2,Face,3,Pattern,WhiteSquare,action,GoToFaceThree
28,Block,2,Face,3,Pattern,WhiteSquare,action,RotateLeft
29,Block,2,Face,1,Pattern,BlackTopLeftCornerSquare,action,GoToFaceOne
30,Block,2,Face,4,Pattern,BlackSquare,action,GoToFaceFour
31,Block,1,Face,1,Pattern,BlackTopRightCornerSquare,action,PickUpFromBank
32,Puzzle,puzzle_c,action,LookAtPuzzle,point,(340, 340)
33,Block,1,Face,1,Pattern,BlackBottomRightCornerSquare,action,RotateRight
0,puzzle_name,puzzle_c,face_search,random_search,puzzle_piece_search,sequential_search,memory_loss_factor,0.5,memory_loss_counter_limit,3,glance_factor,0.32
1,Puzzle,puzzle_c,action,LookAtPuzzle,point,(0, 0)
2,Block,9,Face,1,Pattern,BlackTopRightCornerSquare,action,PickUpFromBank
3,Block,9,Face,1,Pattern,BlackBottomRightCornerSquare,action,RotateRight
4,Block,9,Face,4,Pattern,BlackSquare,action,GoToFaceFour
5,Block,9,Face,4,Pattern,BlackSquare,action,RotateLeft
6,Block,9,Face,4,Pattern,BlackSquare,action,RotateRight
7,Block,9,Face,4,Pattern,BlackSquare,action,RotateLeft
8,Block,9,Face,5,Pattern,BlackSquare,action,GoToFaceFive
9,Block,9,Face,2,Pattern,WhiteSquare,action,GoToFaceTwo
10,Block,8,Face,1,Pattern,BlackTopRightCornerSquare,action,PickUpFromBank
11,Puzzle,puzzle_c,action,LookAtPuzzle,point,(0, 170)
12,Block,8,Face,3,Pattern,WhiteSquare,action,GoToFaceThree
13,Block,8,Face,3,Pattern,WhiteSquare,action,RotateRight
14,Block,8,Face,4,Pattern,BlackSquare,action,GoToFaceFour
15,Block,7,Face,1,Pattern,BlackTopRightCornerSquare,action,PickUpFromBank
16,Puzzle,puzzle_c,action,LookAtPuzzle,point,(0, 340)
17,Block,6,Face,1,Pattern,BlackTopRightCornerSquare,action,PickUpFromBank
18,Puzzle,puzzle_c,action,LookAtPuzzle,point,(170, 0)
19,Block,6,Face,3,Pattern,WhiteSquare,action,GoToFaceThree
20,Block,6,Face,2,Pattern,WhiteSquare,action,GoToFaceTwo
21,Block,6,Face,2,Pattern,WhiteSquare,action,RotateLeft
22,Block,6,Face,3,Pattern,WhiteSquare,action,GoToFaceThree
23,Block,6,Face,4,Pattern,BlackSquare,action,GoToFaceFour
24,Block,5,Face,1,Pattern,BlackTopRightCornerSquare,action,PickUpFromBank
25,Puzzle,puzzle_c,action,LookAtPuzzle,point,(170, 170)
26,Block,5,Face,1,Pattern,BlackBottomRightCornerSquare,action,RotateRight
27,Block,5,Face,1,Pattern,BlackTopRightCornerSquare,action,RotateLeft
28,Block,5,Face,1,Pattern,BlackBottomRightCornerSquare,action,RotateRight
29,Block,5,Face,1,Pattern,BlackBottomLeftCornerSquare,action,RotateRight
30,Block,5,Face,2,Pattern,WhiteSquare,action,GoToFaceTwo
31,Block,4,Face,1,Pattern,BlackTopRightCornerSquare,action,PickUpFromBank
32,Puzzle,puzzle_c,action,LookAtPuzzle,point,(170, 340)
33,Block,4,Face,1,Pattern,BlackTopLeftCornerSquare,action,RotateLeft
34,Block,4,Face,1,Pattern,BlackTopRightCornerSquare,action,RotateRight
35,Block,4,Face,5,Pattern,BlackSquare,action,GoToFaceFive
36,Block,4,Face,1,Pattern,BlackTopRightCornerSquare,action,GoToFaceOne
37,Block,4,Face,1,Pattern,BlackTopLeftCornerSquare,action,RotateLeft
38,Block,4,Face,5,Pattern,BlackSquare,action,GoToFaceFive
39,Block,4,Face,5,Pattern,BlackSquare,action,RotateLeft
40,Block,4,Face,2,Pattern,WhiteSquare,action,GoToFaceTwo
41,Block,3,Face,1,Pattern,BlackTopRightCornerSquare,action,PickUpFromBank
42,Puzzle,puzzle_c,action,LookAtPuzzle,point,(340, 0)
43,Block,3,Face,4,Pattern,BlackSquare,action,GoToFaceFour
44,Block,3,Face,4,Pattern,BlackSquare,action,RotateRight
45,Block,3,Face,6,Pattern,BlackBottomLeftCornerSquare,action,GoToFaceSix
46,Block,3,Face,6,Pattern,BlackBottomRightCornerSquare,action,RotateLeft
47,Block,3,Face,6,Pattern,BlackBottomLeftCornerSquare,action,RotateRight
48,Block,3,Face,5,Pattern,BlackSquare,action,GoToFaceFive
49,Block,3,Face,5,Pattern,BlackSquare,action,RotateRight
50,Block,3,Face,4,Pattern,BlackSquare,action,GoToFaceFour
51,Block,3,Face,4,Pattern,BlackSquare,action,RotateRight
52,Block,3,Face,3,Pattern,WhiteSquare,action,GoToFaceThree
53,Block,2,Face,1,Pattern,BlackTopRightCornerSquare,action,PickUpFromBank
54,Puzzle,puzzle_c,action,LookAtPuzzle,point,(340, 170)
55,Block,2,Face,4,Pattern,BlackSquare,action,GoToFaceFour
56,Block,1,Face,1,Pattern,BlackTopRightCornerSquare,action,PickUpFromBank
57,Puzzle,puzzle_c,action,LookAtPuzzle,point,(340, 340)
58,Block,1,Face,3,Pattern,WhiteSquare,action,GoToFaceThree
59,Block,1,Face,1,Pattern,BlackTopRightCornerSquare,action,GoToFaceOne
60,Block,1,Face,2,Pattern,WhiteSquare,action,GoToFaceTwo
61,Block,1,Face,3,Pattern,WhiteSquare,action,GoToFaceThree
62,Block,1,Face,1,Pattern,BlackTopRightCornerSquare,action,GoToFaceOne
63,Block,1,Face,5,Pattern,BlackSquare,action,GoToFaceFive
64,Block,1,Face,1,Pattern,BlackTopRightCornerSquare,action,GoToFaceOne
65,Block,1,Face,2,Pattern,WhiteSquare,action,GoToFaceTwo
66,Block,1,Face,6,Pattern,BlackBottomRightCornerSquare,action,GoToFaceSix
0,puzzle_name,puzzle_c,face_search,random_search,puzzle_piece_search,sequential_search,memory_loss_factor,0.5,memory_loss_counter_limit,3,glance_factor,0.32
1,Puzzle,puzzle_c,action,LookAtPuzzle,point,(0, 0)
2,Block,9,Face,1,Pattern,BlackTopRightCornerSquare,action,PickUpFromBank
3,Block,9,Face,4,Pattern,BlackSquare,action,GoToFaceFour
4,Block,9,Face,3,Pattern,WhiteSquare,action,GoToFaceThree
5,Block,8,Face,1,Pattern,BlackTopRightCornerSquare,action,PickUpFromBank
6,Puzzle,puzzle_c,action,LookAtPuzzle,point,(0, 170)
7,Block,8,Face,1,Pattern,BlackBottomRightCornerSquare,action,RotateRight
8,Block,8,Face,3,Pattern,WhiteSquare,action,GoToFaceThree
9,Block,8,Face,4,Pattern,BlackSquare,action,GoToFaceFour
10,Block,7,Face,1,Pattern,BlackTopRightCornerSquare,action,PickUpFromBank
11,Puzzle,puzzle_c,action,LookAtPuzzle,point,(0, 340)
12,Block,6,Face,1,Pattern,BlackTopRightCornerSquare,action,PickUpFromBank
13,Puzzle,puzzle_c,action,LookAtPuzzle,point,(170, 0)
14,Block,6,Face,5,Pattern,BlackSquare,action,GoToFaceFive
15,Block,5,Face,1,Pattern,BlackTopRightCornerSquare,action,PickUpFromBank
16,Puzzle,puzzle_c,action,LookAtPuzzle,point,(170, 170)
17,Block,5,Face,2,Pattern,WhiteSquare,action,GoToFaceTwo
18,Block,4,Face,1,Pattern,BlackTopRightCornerSquare,action,PickUpFromBank
19,Puzzle,puzzle_c,action,LookAtPuzzle,point,(170, 340)
20,Block,4,Face,5,Pattern,BlackSquare,action,GoToFaceFive
21,Block,4,Face,5,Pattern,BlackSquare,action,RotateLeft
22,Block,4,Face,5,Pattern,BlackSquare,action,RotateLeft
23,Block,4,Face,4,Pattern,BlackSquare,action,GoToFaceFour
24,Block,4,Face,1,Pattern,BlackBottomLeftCornerSquare,action,GoToFaceOne
25,Block,4,Face,1,Pattern,BlackBottomRightCornerSquare,action,RotateLeft
26,Block,4,Face,1,Pattern,BlackBottomLeftCornerSquare,action,RotateRight
27,Block,4,Face,4,Pattern,BlackSquare,action,GoToFaceFour
28,Block,4,Face,4,Pattern,BlackSquare,action,RotateLeft
29,Block,4,Face,5,Pattern,BlackSquare,action,GoToFaceFive
30,Block,4,Face,6,Pattern,BlackBottomLeftCornerSquare,action,GoToFaceSix
31,Block,4,Face,6,Pattern,BlackBottomRightCornerSquare,action,RotateLeft
32,Block,4,Face,6,Pattern,BlackBottomLeftCornerSquare,action,RotateRight
33,Block,4,Face,6,Pattern,BlackBottomRightCornerSquare,action,RotateLeft
34,Block,4,Face,6,Pattern,BlackTopRightCornerSquare,action,RotateLeft
35,Block,4,Face,6,Pattern,BlackTopLeftCornerSquare,action,RotateLeft
36,Block,4,Face,6,Pattern,BlackTopRightCornerSquare,action,RotateRight
37,Block,4,Face,6,Pattern,BlackBottomRightCornerSquare,action,RotateRight
38,Block,4,Face,5,Pattern,BlackSquare,action,GoToFaceFive
39,Block,4,Face,4,Pattern,BlackSquare,action,GoToFaceFour
40,Block,4,Face,1,Pattern,BlackTopRightCornerSquare,action,GoToFaceOne
41,Block,4,Face,3,Pattern,WhiteSquare,action,GoToFaceThree
42,Block,3,Face,1,Pattern,BlackTopRightCornerSquare,action,PickUpFromBank
43,Puzzle,puzzle_c,action,LookAtPuzzle,point,(340, 0)
44,Block,3,Face,4,Pattern,BlackSquare,action,GoToFaceFour
45,Block,3,Face,3,Pattern,WhiteSquare,action,GoToFaceThree
46,Block,2,Face,1,Pattern,BlackTopRightCornerSquare,action,PickUpFromBank
47,Puzzle,puzzle_c,action,LookAtPuzzle,point,(340, 170)
48,Block,2,Face,3,Pattern,WhiteSquare,action,GoToFaceThree
49,Block,2,Face,1,Pattern,BlackTopRightCornerSquare,action,GoToFaceOne
50,Block,2,Face,3,Pattern,WhiteSquare,action,GoToFaceThree
51,Block,2,Face,1,Pattern,BlackTopRightCornerSquare,action,GoToFaceOne
52,Block,2,Face,2,Pattern,WhiteSquare,action,GoToFaceTwo
53,Block,2,Face,3,Pattern,WhiteSquare,action,GoToFaceThree
54,Block,2,Face,2,Pattern,WhiteSquare,action,GoToFaceTwo
55,Block,2,Face,6,Pattern,BlackBottomRightCornerSquare,action,GoToFaceSix
56,Block,2,Face,3,Pattern,WhiteSquare,action,GoToFaceThree
57,Block,2,Face,3,Pattern,WhiteSquare,action,RotateLeft
58,Block,2,Face,6,Pattern,BlackTopRightCornerSquare,action,GoToFaceSix
59,Block,2,Face,3,Pattern,WhiteSquare,action,GoToFaceThree
60,Block,2,Face,3,Pattern,WhiteSquare,action,RotateLeft
61,Block,2,Face,3,Pattern,WhiteSquare,action,RotateRight
62,Block,2,Face,4,Pattern,BlackSquare,action,GoToFaceFour
63,Block,1,Face,1,Pattern,BlackTopRightCornerSquare,action,PickUpFromBank
64,Puzzle,puzzle_c,action,LookAtPuzzle,point,(340, 340)
65,Block,1,Face,1,Pattern,BlackBottomRightCornerSquare,action,RotateRight
0,puzzle_name,puzzle_c,face_search,random_search,puzzle_piece_search,sequential_search,memory_loss_factor,0.5,memory_loss_counter_limit,3,glance_factor,0.32
1,Puzzle,puzzle_c,action,LookAtPuzzle,point,(0, 0)
2,Block,9,Face,1,Pattern,BlackTopRightCornerSquare,action,PickUpFromBank
3,Block,9,Face,4,Pattern,BlackSquare,action,GoToFaceFour
4,Block,9,Face,6,Pattern,BlackBottomRightCornerSquare,action,GoToFaceSix
5,Block,9,Face,2,Pattern,WhiteSquare,action,GoToFaceTwo
6,Block,8,Face,1,Pattern,BlackTopRightCornerSquare,action,PickUpFromBank
7,Puzzle,puzzle_c,action,LookAtPuzzle,point,(0, 170)
8,Block,8,Face,4,Pattern,BlackSquare,action,GoToFaceFour
9,Block,7,Face,1,Pattern,BlackTopRightCornerSquare,action,PickUpFromBank
10,Puzzle,puzzle_c,action,LookAtPuzzle,point,(0, 340)
11,Block,6,Face,1,Pattern,BlackTopRightCornerSquare,action,PickUpFromBank
12,Puzzle,puzzle_c,action,LookAtPuzzle,point,(170, 0)
13,Block,6,Face,5,Pattern,BlackSquare,action,GoToFaceFive
14,Block,5,Face,1,Pattern,BlackTopRightCornerSquare,action,PickUpFromBank
15,Puzzle,puzzle_c,action,LookAtPuzzle,point,(170, 170)
16,Block,5,Face,2,Pattern,WhiteSquare,action,GoToFaceTwo
17,Block,4,Face,1,Pattern,BlackTopRightCornerSquare,action,PickUpFromBank
18,Puzzle,puzzle_c,action,LookAtPuzzle,point,(170, 340)
19,Block,4,Face,5,Pattern,BlackSquare,action,GoToFaceFive
20,Block,4,Face,5,Pattern,BlackSquare,action,RotateLeft
21,Block,4,Face,5,Pattern,BlackSquare,action,RotateRight
22,Block,4,Face,4,Pattern,BlackSquare,action,GoToFaceFour
23,Block,4,Face,6,Pattern,BlackBottomRightCornerSquare,action,GoToFaceSix
24,Block,4,Face,6,Pattern,BlackBottomLeftCornerSquare,action,RotateRight
25,Block,4,Face,4,Pattern,BlackSquare,action,GoToFaceFour
26,Block,4,Face,4,Pattern,BlackSquare,action,RotateLeft
27,Block,4,Face,1,Pattern,BlackTopRightCornerSquare,action,GoToFaceOne
28,Block,4,Face,1,Pattern,BlackTopLeftCornerSquare,action,RotateLeft
29,Block,4,Face,3,Pattern,WhiteSquare,action,GoToFaceThree
30,Block,3,Face,1,Pattern,BlackTopRightCornerSquare,action,PickUpFromBank
31,Puzzle,puzzle_c,action,LookAtPuzzle,point,(340, 0)
32,Block,3,Face,3,Pattern,WhiteSquare,action,GoToFaceThree
33,Block,2,Face,1,Pattern,BlackTopRightCornerSquare,action,PickUpFromBank
34,Puzzle,puzzle_c,action,LookAtPuzzle,point,(340, 170)
35,Block,2,Face,1,Pattern,BlackTopLeftCornerSquare,action,RotateLeft
36,Block,2,Face,2,Pattern,WhiteSquare,action,GoToFaceTwo
37,Block,2,Face,2,Pattern,WhiteSquare,action,RotateLeft
38,Block,2,Face,5,Pattern,BlackSquare,action,GoToFaceFive
39,Block,1,Face,1,Pattern,BlackTopRightCornerSquare,action,PickUpFromBank
40,Puzzle,puzzle_c,action,LookAtPuzzle,point,(340, 340)
41,Block,1,Face,1,Pattern,BlackBottomRightCornerSquare,action,RotateRight
0,puzzle_name,puzzle_c,face_search,random_search,puzzle_piece_search,sequential_search,memory_loss_factor,0.5,memory_loss_counter_limit,3,glance_factor,0.32
1,Puzzle,puzzle_c,action,LookAtPuzzle,point,(0, 0)
2,Block,9,Face,1,Pattern,BlackTopRightCornerSquare,action,PickUpFromBank
3,Block,9,Face,2,Pattern,WhiteSquare,action,GoToFaceTwo
4,Block,8,Face,1,Pattern,BlackTopRightCornerSquare,action,PickUpFromBank
5,Puzzle,puzzle_c,action,LookAtPuzzle,point,(0, 170)
6,Block,8,Face,4,Pattern,BlackSquare,action,GoToFaceFour
7,Block,7,Face,1,Pattern,BlackTopRightCornerSquare,action,PickUpFromBank
8,Puzzle,puzzle_c,action,LookAtPuzzle,point,(0, 340)
9,Block,6,Face,1,Pattern,BlackTopRightCornerSquare,action,PickUpFromBank
10,Puzzle,puzzle_c,action,LookAtPuzzle,point,(170, 0)
11,Block,6,Face,4,Pattern,BlackSquare,action,GoToFaceFour
12,Block,5,Face,1,Pattern,BlackTopRightCornerSquare,action,PickUpFromBank
13,Puzzle,puzzle_c,action,LookAtPuzzle,point,(170, 170)
14,Block,5,Face,1,Pattern,BlackTopLeftCornerSquare,action,RotateLeft
15,Block,5,Face,5,Pattern,BlackSquare,action,GoToFaceFive
16,Block,5,Face,4,Pattern,BlackSquare,action,GoToFaceFour
17,Block,5,Face,4,Pattern,BlackSquare,action,RotateLeft
18,Block,5,Face,6,Pattern,BlackTopLeftCornerSquare,action,GoToFaceSix
19,Block,5,Face,5,Pattern,BlackSquare,action,GoToFaceFive
20,Block,5,Face,4,Pattern,BlackSquare,action,GoToFaceFour
21,Block,5,Face,1,Pattern,BlackBottomLeftCornerSquare,action,GoToFaceOne
22,Block,5,Face,5,Pattern,BlackSquare,action,GoToFaceFive
23,Block,5,Face,5,Pattern,BlackSquare,action,RotateRight
24,Block,5,Face,5,Pattern,BlackSquare,action,RotateLeft
25,Block,5,Face,1,Pattern,BlackBottomLeftCornerSquare,action,GoToFaceOne
26,Block,5,Face,1,Pattern,BlackTopLeftCornerSquare,action,RotateRight
27,Block,5,Face,2,Pattern,WhiteSquare,action,GoToFaceTwo
28,Block,4,Face,1,Pattern,BlackTopRightCornerSquare,action,PickUpFromBank
29,Puzzle,puzzle_c,action,LookAtPuzzle,point,(170, 340)
30,Block,4,Face,2,Pattern,WhiteSquare,action,GoToFaceTwo
31,Block,3,Face,1,Pattern,BlackTopRightCornerSquare,action,PickUpFromBank
32,Puzzle,puzzle_c,action,LookAtPuzzle,point,(340, 0)
33,Block,3,Face,1,Pattern,BlackBottomRightCornerSquare,action,RotateRight
34,Block,3,Face,4,Pattern,BlackSquare,action,GoToFaceFour
35,Block,3,Face,4,Pattern,BlackSquare,action,RotateRight
36,Block,3,Face,1,Pattern,BlackBottomLeftCornerSquare,action,GoToFaceOne
37,Block,3,Face,2,Pattern,WhiteSquare,action,GoToFaceTwo
38,Block,2,Face,1,Pattern,BlackTopRightCornerSquare,action,PickUpFromBank
39,Puzzle,puzzle_c,action,LookAtPuzzle,point,(340, 170)
40,Block,2,Face,2,Pattern,WhiteSquare,action,GoToFaceTwo
41,Block,2,Face,1,Pattern,BlackTopRightCornerSquare,action,GoToFaceOne
42,Block,2,Face,4,Pattern,BlackSquare,action,GoToFaceFour
43,Block,1,Face,1,Pattern,BlackTopRightCornerSquare,action,PickUpFromBank
44,Puzzle,puzzle_c,action,LookAtPuzzle,point,(340, 340)
45,Block,1,Face,1,Pattern,BlackTopLeftCornerSquare,action,RotateLeft
46,Block,1,Face,2,Pattern,WhiteSquare,action,GoToFaceTwo
47,Block,1,Face,3,Pattern,WhiteSquare,action,GoToFaceThree
48,Block,1,Face,3,Pattern,WhiteSquare,action,RotateLeft
49,Block,1,Face,4,Pattern,BlackSquare,action,GoToFaceFour
50,Block,1,Face,1,Pattern,BlackBottomLeftCornerSquare,action,GoToFaceOne
51,Block,1,Face,4,Pattern,BlackSquare,action,GoToFaceFour
52,Block,1,Face,6,Pattern,BlackTopLeftCornerSquare,action,GoToFaceSix
53,Block,1,Face,6,Pattern,BlackBottomLeftCornerSquare,action,RotateLeft
